year,country_code,country_name,country_category,ssi,hg,w,w_trend,w_prime,w_double_prime,ssi_m,ssi_d,ssi_i,ssi_r,hg_geopolitical,hg_economic,hg_social,hg_external,hg_nontraditional
2023,SGP,Singapore,发达经济体,83.54,0.265,61.41,60.23,-0.07,0.0,33.93,23.91,17.79,8.93,0.102,0.053,0.048,0.024,0.02
2000,IND,India,新兴大国,65.62,0.479,34.16,34.55,0.0,0.0,25.33,17.94,13.05,7.2,0.128,0.106,0.121,0.065,0.051
2001,IND,India,新兴大国,66.37,0.483,34.29,34.76,0.21,0.0,26.57,21.19,13.04,7.32,0.132,0.082,0.096,0.067,0.051
2002,IND,India,新兴大国,67.05,0.481,34.83,34.97,0.21,-0.0,25.67,20.92,15.12,6.44,0.103,0.099,0.11,0.084,0.047
2003,IND,India,新兴大国,67.9,0.482,35.19,35.17,0.21,-0.0,26.44,18.38,15.1,6.02,0.169,0.089,0.12,0.071,0.046
2004,IND,India,新兴大国,68.49,0.48,35.63,35.38,0.2,-0.0,29.59,21.53,13.21,6.85,0.193,0.095,0.073,0.084,0.048
2005,IND,India,新兴大国,69.18,0.485,35.64,35.58,0.2,-0.0,26.67,19.09,14.29,7.24,0.164,0.102,0.112,0.076,0.049
2006,IND,India,新兴大国,69.97,0.483,36.2,35.78,0.2,-0.0,28.37,22.08,12.67,7.19,0.115,0.134,0.12,0.087,0.055
2007,IND,India,新兴大国,70.73,0.489,36.14,35.97,0.2,-0.0,27.46,21.64,14.59,7.44,0.176,0.122,0.122,0.091,0.043
2008,IND,India,新兴大国,70.94,0.511,34.65,36.17,0.19,-0.0,25.95,20.63,15.0,6.98,0.135,0.15,0.126,0.067,0.059
2009,IND,India,新兴大国,72.13,0.491,36.72,36.36,0.19,-0.0,25.98,22.53,14.71,7.37,0.102,0.112,0.11,0.056,0.057
2010,IND,India,新兴大国,72.88,0.493,36.96,36.54,0.19,-0.0,30.33,22.79,16.01,7.39,0.128,0.083,0.091,0.075,0.047
2011,IND,India,新兴大国,73.55,0.495,37.17,36.72,0.18,-0.0,30.28,20.2,16.46,7.27,0.123,0.099,0.08,0.057,0.048
2012,IND,India,新兴大国,74.35,0.498,37.34,36.9,0.18,-0.01,27.42,22.45,14.11,6.83,0.16,0.121,0.09,0.077,0.048
2013,IND,India,新兴大国,75.02,0.499,37.61,37.07,0.17,-0.01,30.33,23.43,15.63,7.41,0.119,0.145,0.094,0.083,0.054
2014,IND,India,新兴大国,75.74,0.513,36.9,37.23,0.16,-0.01,29.18,23.99,14.33,6.61,0.191,0.12,0.13,0.073,0.054
2015,IND,India,新兴大国,76.45,0.502,38.07,37.39,0.16,-0.01,29.25,23.05,15.37,7.24,0.145,0.093,0.109,0.08,0.041
2016,IND,India,新兴大国,77.2,0.51,37.86,37.55,0.15,-0.0,29.43,24.32,15.26,7.79,0.174,0.123,0.118,0.066,0.048
2017,IND,India,新兴大国,77.9,0.507,38.39,37.7,0.15,-0.0,32.42,21.47,17.35,8.72,0.159,0.155,0.127,0.069,0.06
2018,IND,India,新兴大国,78.62,0.517,37.94,37.84,0.15,-0.0,29.01,23.58,15.42,8.4,0.184,0.146,0.104,0.095,0.049
2019,IND,India,新兴大国,79.36,0.511,38.78,37.99,0.14,-0.0,29.61,25.13,16.87,8.7,0.195,0.106,0.091,0.079,0.043
2020,IND,India,新兴大国,79.09,0.563,34.54,38.13,0.14,-0.0,29.63,22.1,15.57,8.32,0.121,0.107,0.128,0.078,0.055
2021,IND,India,新兴大国,80.81,0.51,39.57,38.28,0.14,0.0,29.62,24.87,16.42,7.74,0.171,0.116,0.079,0.078,0.046
2022,IND,India,新兴大国,81.53,0.548,36.84,38.42,0.14,0.0,32.16,26.29,15.48,9.06,0.18,0.121,0.085,0.099,0.052
2023,IND,India,新兴大国,82.25,0.519,39.58,38.56,0.14,0.0,29.98,26.44,15.97,7.65,0.2,0.161,0.109,0.078,0.058
2000,RUS,Russia,新兴大国,58.94,0.421,34.13,34.51,0.0,0.0,23.96,15.72,13.32,6.1,0.147,0.079,0.062,0.083,0.048
2001,RUS,Russia,新兴大国,59.51,0.433,33.74,34.76,0.24,0.0,22.86,16.18,13.08,6.11,0.141,0.069,0.11,0.046,0.044
2002,RUS,Russia,新兴大国,60.1,0.421,34.82,35.0,0.24,-0.0,23.4,18.77,10.24,5.81,0.156,0.083,0.099,0.059,0.039
2003,RUS,Russia,新兴大国,60.63,0.42,35.15,35.24,0.24,-0.0,21.67,16.66,12.57,5.7,0.097,0.091,0.093,0.078,0.044
2004,RUS,Russia,新兴大国,61.26,0.418,35.66,35.48,0.24,-0.0,26.21,18.0,12.83,5.37,0.091,0.068,0.089,0.079,0.037
2005,RUS,Russia,新兴大国,61.84,0.42,35.84,35.72,0.24,-0.0,27.09,20.2,13.8,5.27,0.125,0.131,0.065,0.06,0.042
2006,RUS,Russia,新兴大国,62.36,0.421,36.08,35.95,0.23,-0.0,23.43,18.7,13.16,6.2,0.165,0.072,0.073,0.05,0.048
2007,RUS,Russia,新兴大国,62.92,0.418,36.64,36.18,0.23,-0.0,26.53,17.76,14.01,5.9,0.076,0.083,0.074,0.047,0.049
2008,RUS,Russia,新兴大国,62.99,0.437,35.47,36.4,0.22,-0.01,27.82,19.4,10.82,6.94,0.167,0.125,0.075,0.048,0.035
2009,RUS,Russia,新兴大国,64.04,0.421,37.07,36.62,0.22,-0.01,24.74,18.72,13.1,6.73,0.107,0.12,0.089,0.058,0.033
2010,RUS,Russia,新兴大国,64.62,0.418,37.62,36.83,0.21,-0.01,23.84,19.07,13.7,5.48,0.092,0.135,0.073,0.068,0.036
2011,RUS,Russia,新兴大国,65.2,0.421,37.78,37.03,0.2,-0.01,26.42,18.47,11.28,5.93,0.116,0.139,0.111,0.077,0.036
2012,RUS,Russia,新兴大国,65.75,0.42,38.12,37.22,0.19,-0.01,25.05,20.85,13.89,6.08,0.126,0.096,0.064,0.071,0.05
2013,RUS,Russia,新兴大国,66.3,0.415,38.81,37.4,0.18,-0.01,27.76,21.45,13.89,7.31,0.137,0.083,0.086,0.063,0.042
2014,RUS,Russia,新兴大国,63.88,0.508,31.43,37.58,0.18,-0.01,22.58,20.78,12.35,7.01,0.2,0.164,0.088,0.079,0.046
2015,RUS,Russia,新兴大国,67.45,0.416,39.39,37.75,0.17,-0.01,26.79,20.45,15.04,7.72,0.155,0.091,0.093,0.057,0.05
2016,RUS,Russia,新兴大国,68.0,0.424,39.15,37.91,0.16,-0.01,28.98,22.03,13.84,6.39,0.147,0.115,0.101,0.071,0.043
2017,RUS,Russia,新兴大国,68.57,0.415,40.09,38.07,0.15,-0.01,29.22,21.1,14.72,6.02,0.156,0.093,0.061,0.075,0.041
2018,RUS,Russia,新兴大国,69.14,0.428,39.58,38.21,0.14,-0.01,30.65,19.21,15.49,6.77,0.177,0.082,0.075,0.077,0.034
2019,RUS,Russia,新兴大国,69.71,0.416,40.71,38.35,0.13,-0.01,29.08,21.14,15.21,6.01,0.156,0.109,0.09,0.08,0.041
2020,RUS,Russia,新兴大国,69.26,0.467,36.91,38.47,0.13,-0.01,25.53,22.3,14.88,6.78,0.187,0.147,0.073,0.074,0.041
2021,RUS,Russia,新兴大国,70.83,0.414,41.52,38.59,0.12,-0.0,26.1,20.06,14.75,7.51,0.116,0.076,0.111,0.046,0.049
2022,RUS,Russia,新兴大国,66.4,0.563,29.0,38.72,0.12,-0.0,25.7,21.18,12.67,6.31,0.156,0.148,0.14,0.068,0.057
2023,RUS,Russia,新兴大国,71.97,0.414,42.14,38.84,0.12,0.0,26.75,21.2,15.01,7.63,0.136,0.097,0.104,0.067,0.04
2000,BRA,Brazil,新兴大国,63.2,0.493,32.07,32.06,0.0,0.0,25.79,20.17,11.55,5.38,0.111,0.128,0.07,0.065,0.049
2001,BRA,Brazil,新兴大国,63.92,0.494,32.36,32.62,0.56,0.0,27.25,18.39,14.44,6.42,0.18,0.154,0.09,0.065,0.04
2002,BRA,Brazil,新兴大国,64.6,0.483,33.41,33.18,0.56,0.0,27.2,17.66,11.35,7.14,0.101,0.085,0.071,0.088,0.058
2003,BRA,Brazil,新兴大国,65.21,0.479,33.95,33.74,0.56,-0.0,25.72,21.48,12.43,6.74,0.141,0.129,0.093,0.062,0.049
2004,BRA,Brazil,新兴大国,65.96,0.481,34.24,34.3,0.56,-0.0,26.46,18.13,12.74,5.7,0.193,0.081,0.12,0.089,0.05
2005,BRA,Brazil,新兴大国,66.55,0.477,34.77,34.86,0.56,-0.0,24.15,17.99,13.5,5.76,0.106,0.115,0.102,0.07,0.04
2006,BRA,Brazil,新兴大国,67.26,0.472,35.53,35.43,0.56,0.0,27.46,19.91,12.14,6.91,0.125,0.121,0.096,0.089,0.057
2007,BRA,Brazil,新兴大国,67.94,0.468,36.13,35.99,0.56,0.0,26.69,21.86,12.99,7.27,0.108,0.148,0.108,0.051,0.053
2008,BRA,Brazil,新兴大国,68.1,0.486,35.01,36.55,0.56,0.0,27.81,20.74,13.74,7.45,0.107,0.109,0.115,0.065,0.054
2009,BRA,Brazil,新兴大国,69.19,0.461,37.31,37.11,0.56,0.0,26.56,21.65,12.23,7.42,0.188,0.084,0.112,0.077,0.045
2010,BRA,Brazil,新兴大国,69.83,0.454,38.14,37.67,0.56,-0.0,29.35,20.17,14.59,6.01,0.14,0.089,0.077,0.088,0.045
2011,BRA,Brazil,新兴大国,70.58,0.453,38.59,38.23,0.56,-0.0,29.99,21.96,12.76,7.93,0.116,0.092,0.074,0.06,0.039
2012,BRA,Brazil,新兴大国,71.22,0.456,38.77,38.78,0.56,-0.0,28.67,22.84,12.58,6.12,0.119,0.081,0.096,0.074,0.051
2013,BRA,Brazil,新兴大国,71.89,0.452,39.37,39.34,0.56,-0.0,31.27,20.98,15.87,7.51,0.144,0.135,0.101,0.069,0.043
2014,BRA,Brazil,新兴大国,72.56,0.451,39.82,39.89,0.55,-0.0,30.99,19.89,15.54,7.01,0.093,0.112,0.091,0.084,0.037
2015,BRA,Brazil,新兴大国,73.23,0.439,41.09,40.45,0.55,-0.0,31.49,22.48,15.93,7.37,0.148,0.074,0.113,0.069,0.051
2016,BRA,Brazil,新兴大国,73.91,0.441,41.31,41.0,0.55,-0.0,32.06,21.83,15.01,7.65,0.118,0.138,0.08,0.077,0.039
2017,BRA,Brazil,新兴大国,74.54,0.436,42.03,41.54,0.55,-0.0,27.37,21.9,15.75,7.17,0.112,0.134,0.104,0.051,0.043
2018,BRA,Brazil,新兴大国,75.24,0.439,42.19,42.09,0.55,-0.0,27.99,23.41,14.92,7.67,0.133,0.091,0.074,0.083,0.05
2019,BRA,Brazil,新兴大国,75.88,0.424,43.74,42.64,0.55,-0.0,27.73,22.2,14.82,7.37,0.12,0.086,0.104,0.044,0.044
2020,BRA,Brazil,新兴大国,75.58,0.473,39.81,43.18,0.55,-0.0,28.09,24.37,16.5,7.64,0.124,0.153,0.073,0.085,0.048
2021,BRA,Brazil,新兴大国,77.22,0.421,44.67,43.73,0.55,0.0,28.99,24.85,15.84,7.17,0.116,0.112,0.067,0.079,0.037
2022,BRA,Brazil,新兴大国,77.89,0.447,43.09,44.28,0.55,0.0,30.55,25.23,13.7,8.5,0.153,0.141,0.09,0.087,0.048
2023,BRA,Brazil,新兴大国,78.56,0.413,46.09,44.83,0.55,0.0,32.3,24.19,16.83,8.28,0.169,0.093,0.065,0.06,0.036
2000,ZAF,South Africa,新兴大国,70.92,0.396,42.83,42.75,0.0,0.0,29.28,22.06,15.15,7.54,0.118,0.097,0.055,0.051,0.04
2001,ZAF,South Africa,新兴大国,71.36,0.403,42.59,43.14,0.39,0.0,26.23,21.39,16.17,7.07,0.143,0.098,0.085,0.053,0.045
2002,ZAF,South Africa,新兴大国,71.73,0.391,43.68,43.53,0.39,0.0,27.2,20.83,14.27,7.91,0.07,0.107,0.061,0.063,0.043
2003,ZAF,South Africa,新兴大国,72.12,0.39,43.99,43.91,0.39,-0.0,30.11,22.47,15.94,7.84,0.099,0.104,0.057,0.049,0.035
2004,ZAF,South Africa,新兴大国,72.55,0.389,44.33,44.3,0.39,-0.0,28.38,20.06,13.85,6.3,0.14,0.07,0.077,0.064,0.045
2005,ZAF,South Africa,新兴大国,72.93,0.385,44.84,44.69,0.39,-0.0,30.15,21.44,13.01,7.28,0.147,0.135,0.091,0.072,0.032
2006,ZAF,South Africa,新兴大国,73.36,0.382,45.3,45.07,0.39,-0.0,28.81,20.71,14.71,6.97,0.097,0.056,0.067,0.054,0.029
2007,ZAF,South Africa,新兴大国,73.77,0.383,45.52,45.46,0.38,-0.0,32.39,20.96,15.33,8.03,0.087,0.121,0.102,0.06,0.045
2008,ZAF,South Africa,新兴大国,73.65,0.401,44.15,45.84,0.38,-0.0,27.53,21.25,15.47,6.89,0.169,0.138,0.095,0.076,0.046
2009,ZAF,South Africa,新兴大国,74.57,0.377,46.45,46.22,0.38,-0.0,31.69,24.11,14.74,7.07,0.134,0.07,0.078,0.075,0.033
2010,ZAF,South Africa,新兴大国,74.93,0.373,46.95,46.61,0.38,-0.0,29.29,21.33,14.17,6.92,0.072,0.124,0.097,0.042,0.034
2011,ZAF,South Africa,新兴大国,75.3,0.373,47.23,46.99,0.38,-0.0,29.93,23.29,14.32,7.42,0.131,0.114,0.066,0.063,0.036
2012,ZAF,South Africa,新兴大国,75.71,0.368,47.88,47.36,0.38,-0.0,28.72,21.4,15.15,7.51,0.064,0.095,0.047,0.038,0.035
2013,ZAF,South Africa,新兴大国,76.12,0.368,48.13,47.74,0.37,-0.0,29.96,23.29,14.62,7.91,0.142,0.086,0.078,0.044,0.046
2014,ZAF,South Africa,新兴大国,76.53,0.375,47.86,48.11,0.37,-0.0,29.36,24.63,16.23,7.2,0.077,0.098,0.075,0.069,0.035
2015,ZAF,South Africa,新兴大国,76.92,0.364,48.95,48.48,0.37,-0.0,32.99,24.33,15.63,8.23,0.097,0.076,0.079,0.067,0.035
2016,ZAF,South Africa,新兴大国,77.35,0.364,49.18,48.84,0.37,-0.0,31.07,23.34,16.57,8.24,0.116,0.129,0.102,0.068,0.036
2017,ZAF,South Africa,新兴大国,77.73,0.357,49.97,49.21,0.36,-0.0,28.2,21.61,14.21,7.15,0.089,0.058,0.093,0.039,0.043
2018,ZAF,South Africa,新兴大国,78.13,0.364,49.68,49.57,0.36,-0.0,33.36,25.36,15.45,7.19,0.116,0.129,0.062,0.058,0.027
2019,ZAF,South Africa,新兴大国,78.52,0.353,50.82,49.92,0.36,-0.0,32.7,23.04,14.68,8.37,0.123,0.127,0.041,0.07,0.035
2020,ZAF,South Africa,新兴大国,77.92,0.402,46.62,50.28,0.36,-0.0,32.59,23.77,16.06,8.58,0.119,0.073,0.092,0.054,0.045
2021,ZAF,South Africa,新兴大国,79.31,0.347,51.76,50.64,0.36,0.0,30.89,23.81,15.81,8.68,0.094,0.048,0.046,0.049,0.033
2022,ZAF,South Africa,新兴大国,79.71,0.378,49.6,51.0,0.36,0.0,32.18,25.72,15.44,7.41,0.141,0.057,0.104,0.041,0.043
2023,ZAF,South Africa,新兴大国,80.11,0.342,52.72,51.37,0.36,0.0,34.39,24.16,14.17,7.4,0.11,0.083,0.068,0.062,0.041
2000,MEX,Mexico,新兴大国,72.66,0.465,38.86,39.21,0.0,0.0,27.33,21.34,13.7,7.71,0.161,0.084,0.101,0.067,0.049
2001,MEX,Mexico,新兴大国,73.36,0.472,38.71,39.47,0.25,0.0,29.97,23.22,14.42,7.94,0.182,0.098,0.092,0.077,0.05
2002,MEX,Mexico,新兴大国,74.0,0.455,40.31,39.72,0.25,-0.0,29.78,20.54,16.7,7.5,0.178,0.149,0.077,0.059,0.045
2003,MEX,Mexico,新兴大国,74.69,0.465,39.94,39.97,0.25,-0.0,27.56,22.85,14.51,7.79,0.158,0.089,0.066,0.06,0.043
2004,MEX,Mexico,新兴大国,75.34,0.466,40.23,40.22,0.25,-0.0,30.31,23.68,14.14,7.77,0.188,0.095,0.123,0.068,0.039
2005,MEX,Mexico,新兴大国,76.02,0.468,40.47,40.48,0.25,-0.0,29.83,23.48,15.51,7.14,0.178,0.094,0.072,0.051,0.045
2006,MEX,Mexico,新兴大国,76.8,0.468,40.82,40.72,0.25,-0.0,28.33,24.09,13.76,7.79,0.133,0.152,0.074,0.081,0.05
2007,MEX,Mexico,新兴大国,77.47,0.463,41.58,40.97,0.25,-0.0,31.56,23.81,17.01,6.96,0.099,0.135,0.105,0.055,0.055
2008,MEX,Mexico,新兴大国,77.66,0.489,39.71,41.21,0.24,-0.0,29.91,23.9,15.13,7.7,0.157,0.15,0.08,0.06,0.05
2009,MEX,Mexico,新兴大国,78.88,0.471,41.73,41.45,0.24,-0.0,30.04,23.32,16.87,6.94,0.179,0.086,0.109,0.055,0.055
2010,MEX,Mexico,新兴大国,79.55,0.47,42.15,41.69,0.24,-0.0,34.72,22.55,16.92,8.01,0.133,0.081,0.104,0.064,0.048
2011,MEX,Mexico,新兴大国,80.22,0.473,42.28,41.93,0.23,-0.0,34.49,23.1,15.68,8.43,0.146,0.137,0.108,0.076,0.042
2012,MEX,Mexico,新兴大国,80.93,0.476,42.43,42.16,0.23,-0.0,33.15,26.05,16.73,7.74,0.185,0.145,0.111,0.055,0.047
2013,MEX,Mexico,新兴大国,81.59,0.477,42.64,42.38,0.23,-0.0,32.45,22.58,17.07,8.98,0.163,0.107,0.095,0.088,0.048
2014,MEX,Mexico,新兴大国,82.33,0.487,42.25,42.6,0.22,-0.0,35.27,26.58,15.34,9.18,0.188,0.14,0.126,0.089,0.046
2015,MEX,Mexico,新兴大国,83.02,0.477,43.4,42.82,0.22,-0.0,32.53,25.81,18.15,9.18,0.125,0.088,0.085,0.064,0.046
2016,MEX,Mexico,新兴大国,83.73,0.481,43.47,43.03,0.21,-0.0,34.78,24.95,16.57,7.61,0.158,0.14,0.115,0.072,0.055
2017,MEX,Mexico,新兴大国,84.38,0.476,44.24,43.24,0.21,-0.0,30.81,25.43,15.13,8.35,0.187,0.094,0.076,0.06,0.039
2018,MEX,Mexico,新兴大国,85.09,0.486,43.71,43.44,0.2,-0.0,37.02,26.97,16.2,7.74,0.186,0.098,0.082,0.09,0.047
2019,MEX,Mexico,新兴大国,85.78,0.482,44.41,43.65,0.2,-0.0,33.84,25.91,19.14,9.04,0.187,0.113,0.07,0.087,0.051
2020,MEX,Mexico,新兴大国,85.46,0.529,40.22,43.85,0.2,-0.0,34.19,24.12,17.71,8.32,0.196,0.166,0.126,0.06,0.061
2021,MEX,Mexico,新兴大国,87.16,0.484,44.97,44.05,0.2,0.0,34.8,25.24,19.2,8.8,0.105,0.113,0.089,0.063,0.043
2022,MEX,Mexico,新兴大国,87.85,0.513,42.81,44.25,0.2,0.0,32.87,25.12,19.18,9.37,0.121,0.094,0.083,0.078,0.046
2023,MEX,Mexico,新兴大国,88.54,0.485,45.63,44.46,0.2,0.0,36.79,24.84,16.12,9.0,0.19,0.1,0.107,0.07,0.042
2000,IDN,Indonesia,新兴大国,61.96,0.492,31.49,31.47,0.0,0.0,23.86,17.75,12.23,5.3,0.18,0.087,0.114,0.065,0.055
2001,IDN,Indonesia,新兴大国,62.21,0.498,31.25,31.76,0.3,0.0,25.6,19.93,12.32,7.03,0.154,0.115,0.104,0.07,0.043
2002,IDN,Indonesia,新兴大国,62.54,0.486,32.17,32.06,0.3,0.0,25.73,18.11,10.9,5.74,0.189,0.105,0.118,0.065,0.053
2003,IDN,Indonesia,新兴大国,62.86,0.486,32.33,32.36,0.3,-0.0,23.07,19.02,13.55,5.69,0.099,0.104,0.106,0.053,0.053
2004,IDN,Indonesia,新兴大国,63.24,0.481,32.8,32.65,0.3,-0.0,25.54,20.34,11.68,5.58,0.177,0.138,0.091,0.092,0.055
2005,IDN,Indonesia,新兴大国,63.58,0.481,33.01,32.95,0.29,-0.0,23.59,18.56,12.79,5.59,0.187,0.157,0.092,0.069,0.05
2006,IDN,Indonesia,新兴大国,63.87,0.475,33.53,33.24,0.29,-0.0,23.21,18.74,11.7,5.83,0.178,0.083,0.083,0.071,0.05
2007,IDN,Indonesia,新兴大国,64.28,0.478,33.58,33.53,0.29,-0.0,22.78,18.53,13.98,6.88,0.152,0.144,0.1,0.078,0.053
2008,IDN,Indonesia,新兴大国,64.08,0.492,32.56,33.82,0.29,-0.0,27.16,18.45,14.37,6.44,0.142,0.094,0.109,0.086,0.052
2009,IDN,Indonesia,新兴大国,64.9,0.472,34.28,34.11,0.29,-0.0,28.95,19.86,13.96,6.5,0.146,0.139,0.1,0.074,0.055
2010,IDN,Indonesia,新兴大国,65.29,0.471,34.55,34.4,0.29,-0.0,27.51,20.43,12.43,7.27,0.103,0.134,0.076,0.053,0.038
2011,IDN,Indonesia,新兴大国,65.58,0.467,34.94,34.69,0.29,-0.0,28.57,20.13,13.99,6.64,0.116,0.129,0.079,0.054,0.054
2012,IDN,Indonesia,新兴大国,65.94,0.462,35.49,34.98,0.28,-0.0,25.0,20.31,12.63,6.86,0.143,0.077,0.104,0.069,0.038
2013,IDN,Indonesia,新兴大国,66.28,0.462,35.66,35.26,0.28,-0.0,24.01,18.83,13.0,7.12,0.13,0.124,0.086,0.059,0.038
2014,IDN,Indonesia,新兴大国,66.61,0.471,35.27,35.53,0.28,-0.0,28.81,18.6,14.46,6.25,0.137,0.08,0.079,0.071,0.048
2015,IDN,Indonesia,新兴大国,66.96,0.458,36.29,35.81,0.28,-0.0,29.14,20.48,15.22,6.45,0.14,0.112,0.082,0.078,0.048
2016,IDN,Indonesia,新兴大国,67.29,0.461,36.28,36.08,0.27,-0.0,25.44,22.01,11.53,6.71,0.171,0.079,0.102,0.054,0.048
2017,IDN,Indonesia,新兴大国,67.63,0.454,36.89,36.35,0.27,-0.0,26.45,19.38,14.8,6.13,0.124,0.123,0.119,0.079,0.04
2018,IDN,Indonesia,新兴大国,67.96,0.457,36.88,36.62,0.27,-0.0,28.25,18.87,11.86,7.36,0.112,0.13,0.078,0.066,0.054
2019,IDN,Indonesia,新兴大国,68.3,0.451,37.49,36.89,0.27,-0.0,27.57,20.25,14.34,6.69,0.179,0.142,0.1,0.063,0.048
2020,IDN,Indonesia,新兴大国,67.65,0.495,34.15,37.16,0.27,-0.0,28.21,22.1,12.85,6.32,0.178,0.152,0.121,0.067,0.054
2021,IDN,Indonesia,新兴大国,68.98,0.444,38.33,37.42,0.27,0.0,28.42,20.2,12.4,6.54,0.158,0.091,0.062,0.083,0.049
2022,IDN,Indonesia,新兴大国,69.32,0.475,36.42,37.69,0.27,0.0,25.9,20.97,12.39,7.57,0.135,0.136,0.066,0.089,0.047
2023,IDN,Indonesia,新兴大国,69.65,0.438,39.16,37.96,0.27,0.0,30.43,20.91,14.35,7.85,0.106,0.149,0.09,0.055,0.048
2000,TUR,Turkey,新兴大国,61.71,0.385,37.97,37.86,0.0,0.0,26.22,20.37,11.37,5.93,0.157,0.117,0.068,0.04,0.041
2001,TUR,Turkey,新兴大国,62.52,0.393,37.98,38.54,0.68,0.0,22.6,17.31,13.03,5.52,0.155,0.133,0.092,0.053,0.033
2002,TUR,Turkey,新兴大国,63.31,0.381,39.16,39.21,0.68,0.0,25.04,19.9,10.75,6.28,0.158,0.082,0.065,0.073,0.04
2003,TUR,Turkey,新兴大国,64.1,0.376,39.99,39.89,0.68,-0.0,22.79,20.42,14.01,7.37,0.142,0.119,0.103,0.066,0.031
2004,TUR,Turkey,新兴大国,64.79,0.372,40.7,40.56,0.68,-0.0,23.83,20.69,13.09,7.28,0.153,0.121,0.082,0.074,0.04
2005,TUR,Turkey,新兴大国,65.55,0.365,41.61,41.24,0.67,-0.0,24.56,18.28,11.23,6.15,0.154,0.105,0.075,0.058,0.041
2006,TUR,Turkey,新兴大国,66.32,0.365,42.13,41.91,0.67,-0.0,26.64,20.92,14.08,7.54,0.061,0.094,0.074,0.043,0.041
2007,TUR,Turkey,新兴大国,67.14,0.362,42.81,42.58,0.67,-0.0,25.36,18.88,14.01,7.22,0.077,0.118,0.096,0.074,0.035
2008,TUR,Turkey,新兴大国,67.37,0.384,41.49,43.26,0.67,-0.0,25.17,20.74,11.92,6.04,0.112,0.094,0.096,0.071,0.035
2009,TUR,Turkey,新兴大国,68.72,0.36,43.98,43.93,0.67,-0.0,28.58,21.55,12.44,6.4,0.098,0.114,0.086,0.054,0.045
2010,TUR,Turkey,新兴大国,69.48,0.354,44.88,44.6,0.67,-0.0,27.37,22.61,13.55,7.09,0.058,0.094,0.067,0.046,0.038
2011,TUR,Turkey,新兴大国,70.2,0.355,45.26,45.27,0.67,-0.0,30.08,22.89,14.53,6.22,0.104,0.086,0.09,0.065,0.041
2012,TUR,Turkey,新兴大国,70.99,0.345,46.48,45.93,0.67,-0.0,26.44,21.76,15.35,7.33,0.092,0.053,0.08,0.067,0.032
2013,TUR,Turkey,新兴大国,71.77,0.341,47.26,46.6,0.66,-0.0,26.58,22.76,13.66,8.05,0.096,0.123,0.07,0.041,0.038
2014,TUR,Turkey,新兴大国,72.54,0.352,46.98,47.26,0.66,-0.0,29.71,21.47,16.1,8.08,0.12,0.065,0.057,0.061,0.026
2015,TUR,Turkey,新兴大国,73.28,0.341,48.32,47.92,0.66,-0.0,30.42,20.68,14.5,7.48,0.141,0.094,0.039,0.07,0.03
2016,TUR,Turkey,新兴大国,74.08,0.338,49.06,48.57,0.65,-0.0,27.72,20.47,15.27,7.1,0.114,0.066,0.043,0.054,0.026
2017,TUR,Turkey,新兴大国,74.82,0.337,49.64,49.22,0.65,-0.0,30.09,21.84,16.61,7.33,0.115,0.091,0.041,0.062,0.034
2018,TUR,Turkey,新兴大国,75.59,0.336,50.21,49.87,0.65,-0.0,32.32,23.26,15.53,8.28,0.051,0.101,0.086,0.069,0.028
2019,TUR,Turkey,新兴大国,76.38,0.327,51.4,50.52,0.65,-0.0,28.8,23.8,15.99,8.12,0.115,0.091,0.071,0.046,0.034
2020,TUR,Turkey,新兴大国,76.15,0.374,47.69,51.17,0.65,-0.0,29.97,21.12,13.52,8.55,0.094,0.072,0.061,0.039,0.041
2021,TUR,Turkey,新兴大国,77.91,0.324,52.67,51.82,0.65,0.0,33.4,22.53,17.23,8.25,0.086,0.08,0.086,0.068,0.041
2022,TUR,Turkey,新兴大国,78.68,0.349,51.19,52.47,0.65,0.0,34.06,22.61,17.41,7.21,0.088,0.124,0.089,0.064,0.033
2023,TUR,Turkey,新兴大国,79.45,0.314,54.47,53.12,0.65,0.0,32.81,24.77,15.93,7.58,0.123,0.095,0.086,0.043,0.034
2000,SAU,Saudi Arabia,新兴大国,73.11,0.382,45.19,45.35,0.0,0.0,31.11,20.35,16.5,7.68,0.104,0.093,0.103,0.056,0.043
2001,SAU,Saudi Arabia,新兴大国,73.82,0.387,45.22,45.85,0.5,0.0,28.3,22.84,15.65,7.42,0.118,0.105,0.096,0.075,0.039
2002,SAU,Saudi Arabia,新兴大国,74.54,0.376,46.53,46.34,0.5,-0.0,29.66,21.29,15.23,7.89,0.067,0.122,0.081,0.073,0.041
2003,SAU,Saudi Arabia,新兴大国,75.32,0.375,47.08,46.84,0.5,-0.0,30.8,21.9,15.79,6.97,0.132,0.101,0.074,0.047,0.04
2004,SAU,Saudi Arabia,新兴大国,76.02,0.377,47.4,47.34,0.5,-0.0,27.46,22.62,13.94,8.52,0.072,0.115,0.101,0.073,0.046
2005,SAU,Saudi Arabia,新兴大国,76.74,0.373,48.14,47.83,0.5,-0.0,28.75,24.64,16.47,7.37,0.093,0.072,0.096,0.038,0.033
2006,SAU,Saudi Arabia,新兴大国,77.48,0.375,48.44,48.33,0.49,-0.0,28.2,24.0,15.27,7.72,0.099,0.076,0.07,0.071,0.037
2007,SAU,Saudi Arabia,新兴大国,78.22,0.376,48.79,48.82,0.49,-0.0,33.25,23.85,17.45,7.11,0.119,0.111,0.085,0.066,0.035
